[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-100 Silver#,#1657
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-650 Red#,#1545
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Touring-2000 Blue#,#2839
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Touring-3000 Blue#,#2298
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Touring-3000 Blue#,#1893
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-750 Black#,#2352
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-650 Black#,#935
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Touring-1000 Blue#,#1311
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Mountain-500 Silver#,#953
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Red#,#2094
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-150 Red#,#2993
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-550-W Yellow#,#1929
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Long-Sleeve Logo Jersey#,#2665
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Racing Socks#,#2470
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-150 Red#,#716
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Red#,#2106
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Half-Finger Gloves#,#924
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Red#,#2114
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-150 Red#,#687
[Date].[Calendar Date].[Calendar Year].&[2010]#,#LL Mountain Tire#,#1732
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-750 Black#,#954
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-750 Black#,#534
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-500 Black#,#2801
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Hitch Rack - 4-Bike#,#544
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road Tire Tube#,#1591
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-200 Silver#,#2283
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Mountain-500 Silver#,#1924
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-200 Silver#,#2468
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-650 Red#,#2024
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-400-W Silver#,#2215
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-1000 Blue#,#2038
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain Tire Tube#,#2918
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-100 Silver#,#777
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Black#,#2884
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-650 Red#,#1739
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-1000 Yellow#,#1870
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-500 Silver#,#2083
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-100 Silver#,#1845
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-550-W Yellow#,#1110
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-550-W Yellow#,#2885
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-550-W Yellow#,#2605
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Mountain-100 Silver#,#1885
[Date].[Calendar Date].[Calendar Year].&[2011]#,#HL Road Tire#,#2727
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Touring-3000 Blue#,#1984
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Touring-2000 Blue#,#1840
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-150 Red#,#521
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-500 Black#,#1613
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Bike Wash - Dissolver#,#2302
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-250 Black#,#520
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-100 Silver#,#2189
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-400-W Silver#,#876
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-100 Silver#,#1615
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Hitch Rack - 4-Bike#,#1879
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-550-W Yellow#,#846
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-200 Black#,#2458
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road Bottle Cage#,#2200
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-550-W Yellow#,#1437
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Black#,#1681
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Red#,#2092
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-650 Red#,#1773
[Date].[Calendar Date].[Calendar Year].&[2013]#,#All-Purpose Bike Stand#,#1338
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-250 Black#,#2396
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Black#,#893
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Mountain-200 Black#,#1024
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Sport-100 Helmet#,#1405
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-200 Silver#,#2812
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-3000 Blue#,#2377
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-500 Black#,#1603
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Mountain-500 Black#,#2048
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring Tire#,#2010
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Touring-2000 Blue#,#604
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-500 Black#,#1637
[Date].[Calendar Date].[Calendar Year].&[2011]#,#ML Road Tire#,#1826
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-650 Red#,#1125
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Touring-2000 Blue#,#1796
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Racing Socks#,#2707
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-100 Silver#,#865
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-150 Red#,#2242
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-750 Black#,#874
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Touring-3000 Yellow#,#2801
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-650 Black#,#981
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Racing Socks#,#2922
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-650 Black#,#1390
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Touring-3000 Yellow#,#2160
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Touring-3000 Blue#,#508
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Short-Sleeve Classic Jersey#,#2508
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Mountain-400-W Silver#,#2399
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-250 Black#,#1327
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Touring-1000 Yellow#,#1587
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-650 Red#,#1965
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Classic Vest#,#2308
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Touring-1000 Blue#,#1124
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-500 Black#,#624
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Half-Finger Gloves#,#656
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-250 Black#,#2689
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Sport-100 Helmet#,#659
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-550-W Yellow#,#2872
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-550-W Yellow#,#1807
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Patch Kit/8 Patches#,#589
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Fender Set - Mountain#,#1381
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Touring-3000 Yellow#,#1588
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-500 Silver#,#985
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-750 Black#,#2970
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Touring-3000 Yellow#,#2460
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-650 Red#,#2136
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Long-Sleeve Logo Jersey#,#731
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-100 Black#,#2048
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-650 Red#,#2795
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-650 Red#,#948
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-550-W Yellow#,#1745
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road Bottle Cage#,#2348
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-3000 Yellow#,#842
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Short-Sleeve Classic Jersey#,#2357
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-100 Black#,#2840
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Touring-1000 Blue#,#1401
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Touring-3000 Yellow#,#2104
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Short-Sleeve Classic Jersey#,#2861
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-650 Red#,#635
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-400-W Silver#,#2543
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-350-W Yellow#,#2128
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-400-W Silver#,#2181
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Touring-3000 Yellow#,#1963
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-650 Black#,#1025
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-750 Black#,#684
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-750 Black#,#2598
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-250 Black#,#2861
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-550-W Yellow#,#1151
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Short-Sleeve Classic Jersey#,#1321
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-200 Silver#,#2095
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-650 Red#,#1806
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-650 Black#,#1405
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Mountain-200 Silver#,#1706
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-200 Silver#,#1173
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road Bottle Cage#,#1401
[Date].[Calendar Date].[Calendar Year].&[2011]#,#LL Mountain Tire#,#985
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Touring-1000 Blue#,#1967
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-100 Silver#,#503
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-500 Silver#,#2900
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-550-W Yellow#,#2353
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Short-Sleeve Classic Jersey#,#1509
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Bike Wash - Dissolver#,#1438
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Short-Sleeve Classic Jersey#,#2846
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Black#,#1686
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-550-W Yellow#,#1827
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-200 Black#,#1007
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-750 Black#,#2098
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-500 Black#,#2724
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Bike Wash - Dissolver#,#2181
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-250 Red#,#627
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-650 Red#,#1611
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Fender Set - Mountain#,#1624
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Touring-1000 Blue#,#1395
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-100 Black#,#1373
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-550-W Yellow#,#2607
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Women's Mountain Shorts#,#2945
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Classic Vest#,#1953
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-500 Black#,#832
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Classic Vest#,#2897
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Sport-100 Helmet#,#1569
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-3000 Blue#,#2871
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-500 Silver#,#2124
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Long-Sleeve Logo Jersey#,#1464
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-200 Black#,#2811
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-550-W Yellow#,#2826
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Touring-2000 Blue#,#2728
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-550-W Yellow#,#966
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Short-Sleeve Classic Jersey#,#1243
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Red#,#1582
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-200 Black#,#2026
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road Tire Tube#,#1677
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road Tire Tube#,#2915
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring Tire Tube#,#636
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-650 Red#,#2887
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-100 Black#,#2653
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Mountain-500 Silver#,#671
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Water Bottle - 30 oz.#,#1960
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-650 Black#,#2289
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Racing Socks#,#1909
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-250 Black#,#2691
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-2000 Blue#,#558
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-250 Red#,#1490
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Mountain-100 Silver#,#1348
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Touring-1000 Blue#,#1176
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-150 Red#,#1001
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-550-W Yellow#,#655
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Long-Sleeve Logo Jersey#,#1235
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Touring-3000 Yellow#,#2349
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Touring-1000 Blue#,#1685
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Red#,#2151
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-500 Black#,#2961
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Short-Sleeve Classic Jersey#,#2597
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-3000 Blue#,#1714
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-500 Black#,#1181
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-750 Black#,#2701
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-3000 Blue#,#2822
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-250 Black#,#1806
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-150 Red#,#1453
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-500 Black#,#2141
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-500 Silver#,#868
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-650 Black#,#2173
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-550-W Yellow#,#1100
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-3000 Yellow#,#726
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Touring-3000 Blue#,#504
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Black#,#2303
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-200 Black#,#681
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-150 Red#,#2476
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-100 Silver#,#1585
[Date].[Calendar Date].[Calendar Year].&[2013]#,#All-Purpose Bike Stand#,#2149
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-200 Silver#,#649
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-650 Red#,#2376
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Touring-2000 Blue#,#2365
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-200 Black#,#2789
[Date].[Calendar Date].[Calendar Year].&[2011]#,#ML Mountain Tire#,#761
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-150 Red#,#538
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Mountain-500 Silver#,#1288
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-250 Red#,#1881
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Long-Sleeve Logo Jersey#,#1265
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Long-Sleeve Logo Jersey#,#1610
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-250 Black#,#2947
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-200 Black#,#1008
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-550-W Yellow#,#2418
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-150 Red#,#2993
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-400-W Silver#,#1268
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-250 Black#,#2155
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-200 Black#,#1970
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-150 Red#,#1972
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-650 Black#,#1131
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-650 Black#,#1645
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-250 Red#,#914
[Date].[Calendar Date].[Calendar Year].&[2011]#,#All-Purpose Bike Stand#,#639
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-550-W Yellow#,#1163
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-250 Red#,#999
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-250 Black#,#1784
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Black#,#981
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Classic Vest#,#2076
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-150 Red#,#2140
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Touring-3000 Blue#,#2010
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-200 Silver#,#793
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-650 Red#,#2334
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Classic Vest#,#1893
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Women's Mountain Shorts#,#2716
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Fender Set - Mountain#,#1664
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-100 Black#,#504
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-150 Red#,#1972
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-250 Black#,#552
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Half-Finger Gloves#,#2806
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Touring-1000 Yellow#,#2867
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road Tire Tube#,#2741
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Long-Sleeve Logo Jersey#,#867
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-150 Red#,#1373
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-350-W Yellow#,#656
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Mountain-500 Silver#,#2265
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-200 Silver#,#2658
[Date].[Calendar Date].[Calendar Year].&[2011]#,#ML Road Tire#,#2453
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-650 Red#,#801
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-650 Red#,#2297
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-650 Black#,#760
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-750 Black#,#1659
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Touring-3000 Blue#,#2630
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-250 Black#,#2315
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-500 Silver#,#1291
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-550-W Yellow#,#2925
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-250 Black#,#684
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Mountain-200 Silver#,#2601
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-400-W Silver#,#1587
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-650 Red#,#510
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-100 Black#,#2742
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Mountain-100 Silver#,#1958
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Touring-2000 Blue#,#2087
[Date].[Calendar Date].[Calendar Year].&[2010]#,#ML Mountain Tire#,#1649
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-3000 Yellow#,#2934
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-350-W Yellow#,#1321
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Sport-100 Helmet#,#2772
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Mountain-200 Silver#,#2096
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Touring-1000 Yellow#,#645
[Date].[Calendar Date].[Calendar Year].&[2011]#,#ML Mountain Tire#,#1504
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-150 Red#,#1008
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Mountain-100 Silver#,#1656
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Touring-3000 Yellow#,#2485
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-3000 Yellow#,#2034
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-150 Red#,#2882
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-650 Black#,#2333
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring-1000 Yellow#,#1875
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-550-W Yellow#,#2911
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-100 Silver#,#2456
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-650 Red#,#2739
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-250 Red#,#622
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-250 Black#,#2980
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Sport-100 Helmet#,#2699
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-650 Red#,#1254
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-650 Black#,#1450
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain Bottle Cage#,#2982
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-650 Black#,#857
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-200 Black#,#2289
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-250 Black#,#1211
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain-500 Silver#,#2782
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Touring Tire Tube#,#1913
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-550-W Yellow#,#616
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-550-W Yellow#,#1125
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-650 Black#,#2742
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-250 Black#,#2295
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Sport-100 Helmet#,#1295
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Touring-2000 Blue#,#1410
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Road-350-W Yellow#,#819
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-150 Red#,#1631
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Half-Finger Gloves#,#2106
[Date].[Calendar Date].[Calendar Year].&[2013]#,#All-Purpose Bike Stand#,#2585
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-650 Black#,#2272
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-650 Black#,#1875
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Sport-100 Helmet#,#877
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-550-W Yellow#,#1742
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Road-750 Black#,#2738
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Mountain-200 Black#,#2181
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Road-650 Black#,#1225
[Date].[Calendar Date].[Calendar Year].&[2011]#,#LL Mountain Tire#,#627
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Touring-3000 Yellow#,#1240
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Women's Mountain Shorts#,#2849
[Date].[Calendar Date].[Calendar Year].&[2012]#,#Touring-1000 Blue#,#2388
[Date].[Calendar Date].[Calendar Year].&[2013]#,#HL Mountain Tire#,#2490
[Date].[Calendar Date].[Calendar Year].&[2010]#,#HL Road Tire#,#1491
[Date].[Calendar Date].[Calendar Year].&[2010]#,#Mountain Bottle Cage#,#1986
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Touring Tire#,#2631
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-250 Black#,#1343
[Date].[Calendar Date].[Calendar Year].&[2011]#,#Long-Sleeve Logo Jersey#,#2779
[Date].[Calendar Date].[Calendar Year].&[2013]#,#Road-550-W Yellow#,#2719
